Article,Expiry Date,Qty,Value,Inventory Report Date
FUR-FU-10001617,10/18/2024,0,0,5/31/2024
FUR-FU-10001617,10/28/2025,0,0,5/31/2024
FUR-FU-10001617,5/17/2024,0,0,5/31/2024
FUR-FU-10001617,6/17/2027,0,0,5/31/2024
FUR-FU-10001617,6/18/2024,0,0,5/31/2024
FUR-FU-10001617,6/26/2025,0,0,5/31/2024
FUR-FU-10001617,6/27/2025,0,0,5/31/2024
FUR-FU-10001617,10/19/2024,0,0,5/31/2024
FUR-FU-10001617,1/10/2026,0,0,5/31/2024
TEC-PH-10002824,4/5/2026,"1,612","25,630.80",5/31/2024
TEC-PH-10002824,6/10/2024,"2,220","35,298.00",5/31/2024
TEC-PH-10002824,8/28/2024,0,0,5/31/2024
TEC-PH-10002824,10/18/2027,0,0,5/31/2024
TEC-PH-10002824,10/28/2027,0,0,5/31/2024
TEC-PH-10002824,2/22/2026,0,0,5/31/2024
TEC-PH-10002824,6/27/2026,0,0,5/31/2024
TEC-PH-10002824,11/22/2025,0,0,5/31/2024
OFF-PA-10003309,4/15/2026,870,"13,667.12",5/31/2024
OFF-PA-10003309,11/21/2027,0,0,5/31/2024
OFF-PA-10003309,5/26/2025,"5,875","92,292.30",5/31/2024
OFF-PA-10003309,8/3/2025,0,0,5/31/2024
OFF-PA-10003309,8/28/2026,0,0,5/31/2024
OFF-PA-10003309,10/18/2027,0,0,5/31/2024
OFF-PA-10003309,10/28/2025,0,0,5/31/2024
OFF-ST-10002554,5/13/2027,3,32.25,5/31/2024
OFF-ST-10002554,5/14/2025,16,172,5/31/2024
OFF-ST-10002554,5/15/2026,8,86,5/31/2024
OFF-ST-10002554,6/15/2027,3,32.25,5/31/2024
OFF-ST-10002554,12/14/2025,48,516.01,5/31/2024
OFF-ST-10002554,1/3/2025,2,21.5,5/31/2024
OFF-ST-10002554,5/28/2027,"1,920","20,640.32",5/31/2024
OFF-ST-10002554,6/14/2026,394,"4,235.57",5/31/2024
OFF-ST-10002554,12/14/2025,38,408.51,5/31/2024
OFF-ST-10002554,5/18/2027,0,0,5/31/2024
OFF-ST-10002554,8/3/2025,0,0,5/31/2024
OFF-ST-10002554,8/22/2025,0,0,5/31/2024
OFF-ST-10002554,8/28/2027,0,0,5/31/2024
OFF-ST-10002554,10/13/2025,0,0,5/31/2024
OFF-ST-10002554,10/18/2025,0,0,5/31/2024
OFF-ST-10002554,10/23/2026,0,0,5/31/2024
OFF-ST-10002554,10/28/2027,0,0,5/31/2024
OFF-ST-10002554,11/20/2027,13,139.75,5/31/2024
OFF-ST-10002554,2/27/2026,0,0,5/31/2024
OFF-ST-10002554,4/22/2025,0,0,5/31/2024
OFF-ST-10002554,5/17/2027,0,0,5/31/2024
OFF-ST-10002554,5/27/2024,0,0,5/31/2024
OFF-ST-10002554,6/8/2024,0,0,5/31/2024
OFF-ST-10002554,6/12/2027,0,0,5/31/2024
OFF-ST-10002554,6/14/2024,0,0,5/31/2024
OFF-ST-10002554,6/15/2026,0,0,5/31/2024
OFF-ST-10002554,6/17/2024,0,0,5/31/2024
OFF-ST-10002554,6/18/2024,0,0,5/31/2024
OFF-ST-10002554,6/19/2024,0,0,5/31/2024
OFF-ST-10002554,6/22/2024,0,0,5/31/2024
OFF-ST-10002554,6/27/2027,0,0,5/31/2024
OFF-ST-10002554,11/22/2027,0,0,5/31/2024
OFF-ST-10002554,8/28/2027,4,43,5/31/2024
OFF-AR-10002067,5/14/2024,52,928.65,5/31/2024
OFF-AR-10002067,6/14/2025,247,"4,411.11",5/31/2024
OFF-AR-10002067,5/28/2026,"1,909","34,092.35",5/31/2024
OFF-AR-10002067,6/14/2027,0,0,5/31/2024
OFF-AR-10002067,8/28/2025,0,0,5/31/2024
OFF-AR-10002067,10/28/2026,0,0,5/31/2024
OFF-AR-10002067,12/12/2027,0,0,5/31/2024
OFF-AR-10002067,2/27/2025,0,0,5/31/2024
OFF-AR-10002067,5/17/2026,0,0,5/31/2024
OFF-AR-10002067,5/18/2026,0,0,5/31/2024
OFF-AR-10002067,6/14/2027,0,0,5/31/2024
OFF-AR-10002067,6/15/2024,0,0,5/31/2024
OFF-AR-10002067,6/17/2027,0,0,5/31/2024
OFF-AR-10002067,6/18/2025,0,0,5/31/2024
OFF-AR-10002067,6/19/2025,0,0,5/31/2024
OFF-AR-10002067,6/20/2024,0,0,5/31/2024
OFF-AR-10002067,6/22/2027,0,0,5/31/2024
OFF-AR-10002067,6/27/2027,0,0,5/31/2024
OFF-AR-10002067,10/18/2027,0,0,5/31/2024
OFF-AR-10002067,11/27/2026,0,0,5/31/2024
FUR-TA-10004175,6/8/2024,0,0,5/31/2024
FUR-TA-10004175,6/22/2025,0,0,5/31/2024
FUR-TA-10004175,6/27/2025,0,0,5/31/2024
FUR-TA-10004175,6/28/2026,0,0,5/31/2024
FUR-TA-10004767,2/11/2025,204,"3,469.49",5/31/2024
FUR-TA-10004767,3/3/2026,69,"1,173.50",5/31/2024
FUR-TA-10004767,8/28/2026,0,0,5/31/2024
FUR-TA-10004767,10/28/2025,0,0,5/31/2024
OFF-EN-10002621,6/14/2024,36,647.24,5/31/2024
OFF-EN-10002621,2/22/2024,5,89.89,5/31/2024
OFF-EN-10002621,5/28/2026,"1,134","20,388.17",5/31/2024
OFF-EN-10002621,8/28/2026,0,0,5/31/2024
OFF-EN-10002621,10/18/2026,0,0,5/31/2024
OFF-EN-10002621,10/28/2027,0,0,5/31/2024
OFF-EN-10002621,12/12/2026,0,0,5/31/2024
OFF-EN-10002621,4/22/2026,0,0,5/31/2024
OFF-EN-10002621,5/27/2025,0,0,5/31/2024
OFF-EN-10002621,6/14/2027,0,0,5/31/2024
OFF-EN-10002621,6/17/2024,0,0,5/31/2024
OFF-EN-10002621,6/18/2024,0,0,5/31/2024
OFF-EN-10002621,6/22/2025,0,0,5/31/2024
OFF-EN-10002621,6/27/2026,0,0,5/31/2024
OFF-EN-10002621,1/12/2024,0,0,5/31/2024
OFF-LA-10003714,8/11/2024,788,"12,577.96",5/31/2024
OFF-LA-10003714,10/5/2027,2,31.92,5/31/2024
OFF-LA-10003714,11/19/2024,11,175.58,5/31/2024
OFF-LA-10003714,11/21/2025,70,"1,117.33",5/31/2024
OFF-LA-10003714,3/20/2024,968,"15,451.10",5/31/2024
OFF-LA-10003714,4/15/2026,535,"8,539.61",5/31/2024
OFF-LA-10003714,8/28/2025,0,0,5/31/2024
OFF-LA-10003714,10/13/2027,0,0,5/31/2024
OFF-LA-10003714,10/28/2026,0,0,5/31/2024
OFF-LA-10003714,4/12/2025,0,0,5/31/2024
OFF-LA-10003714,6/17/2024,0,0,5/31/2024
OFF-LA-10003714,6/22/2026,0,0,5/31/2024
OFF-LA-10003714,6/25/2024,0,0,5/31/2024
OFF-LA-10003714,11/22/2027,0,0,5/31/2024
FUR-FU-10001889,11/21/2026,440,"7,106.85",5/31/2024
FUR-FU-10001889,12/29/2027,411,"6,638.45",5/31/2024
FUR-FU-10001889,1/10/2025,143,"2,309.73",5/31/2024
FUR-FU-10001889,4/2/2027,60,969.12,5/31/2024
FUR-FU-10001889,4/5/2027,271,"4,377.17",5/31/2024
FUR-FU-10001889,8/28/2024,0,0,5/31/2024
FUR-FU-10001889,10/28/2027,0,0,5/31/2024
FUR-FU-10001889,5/17/2025,0,0,5/31/2024
FUR-FU-10001889,6/26/2027,0,0,5/31/2024
OFF-AR-10003723,10/6/2026,6,122.49,5/31/2024
OFF-AR-10003723,11/1/2024,"1,489","30,397.01",5/31/2024
OFF-AR-10003723,11/21/2024,278,"5,675.20",5/31/2024
OFF-AR-10003723,1/10/2024,179,"3,654.17",5/31/2024
OFF-AR-10003723,2/9/2027,343,"7,002.13",5/31/2024
OFF-AR-10003723,10/28/2024,0,0,5/31/2024
OFF-AR-10003723,11/27/2025,0,0,5/31/2024
OFF-PA-10000241,6/15/2024,9,172.94,5/31/2024
OFF-PA-10000241,2/28/2025,483,"9,280.99",5/31/2024
OFF-PA-10000241,3/4/2024,189,"3,631.69",5/31/2024
OFF-PA-10000241,8/3/2025,0,0,5/31/2024
OFF-PA-10000241,8/28/2026,0,0,5/31/2024
OFF-PA-10000241,10/28/2026,0,0,5/31/2024
OFF-PA-10000241,6/17/2025,0,0,5/31/2024
OFF-PA-10000241,6/22/2024,0,0,5/31/2024
OFF-AR-10001446,5/14/2026,16,311.7,5/31/2024
OFF-AR-10001446,5/26/2024,69,"1,344.21",5/31/2024
OFF-AR-10001446,8/4/2025,"2,083","40,579.44",5/31/2024
OFF-AR-10001446,12/26/2024,813,"15,838.25",5/31/2024
OFF-AR-10001446,8/3/2026,0,0,5/31/2024
OFF-AR-10001446,8/28/2025,0,0,5/31/2024
OFF-AR-10001446,10/18/2025,0,0,5/31/2024
OFF-AR-10001446,10/19/2027,0,0,5/31/2024
OFF-AR-10001446,10/28/2027,0,0,5/31/2024
OFF-AR-10001446,2/17/2025,0,0,5/31/2024
OFF-AR-10001446,5/12/2026,0,0,5/31/2024
OFF-AR-10001446,6/17/2027,0,0,5/31/2024
OFF-AR-10001446,6/19/2026,0,0,5/31/2024
OFF-AR-10001446,5/26/2027,0,0,5/31/2024
OFF-AR-10001446,8/4/2026,0,0,5/31/2024
OFF-AR-10001446,11/27/2024,0,0,5/31/2024
OFF-BI-10001359,10/29/2024,2,42.47,5/31/2024
OFF-BI-10001359,1/21/2027,317,"6,731.20",5/31/2024
OFF-BI-10001359,1/26/2026,400,"8,493.63",5/31/2024
OFF-BI-10001359,3/29/2024,3,63.7,5/31/2024
OFF-BI-10001359,8/28/2024,0,0,5/31/2024
OFF-BI-10001359,10/28/2024,0,0,5/31/2024
OFF-BI-10001359,12/12/2027,0,0,5/31/2024
OFF-EN-10001749,5/14/2026,73,"1,651.03",5/31/2024
OFF-EN-10001749,5/15/2025,675,"15,266.38",5/31/2024
OFF-EN-10001749,5/21/2026,3,67.85,5/31/2024
OFF-EN-10001749,6/14/2025,"1,011","22,865.64",5/31/2024
OFF-EN-10001749,12/14/2027,959,"21,689.57",5/31/2024
OFF-EN-10001749,8/28/2024,0,0,5/31/2024
OFF-EN-10001749,10/13/2025,0,0,5/31/2024
OFF-EN-10001749,10/18/2027,0,0,5/31/2024
OFF-EN-10001749,10/28/2024,0,0,5/31/2024
OFF-EN-10001749,5/27/2027,0,0,5/31/2024
OFF-EN-10001749,6/8/2024,0,0,5/31/2024
OFF-EN-10001749,6/14/2027,0,0,5/31/2024
OFF-EN-10001749,6/17/2027,0,0,5/31/2024
OFF-EN-10001749,6/18/2027,0,0,5/31/2024
OFF-EN-10001749,6/22/2024,0,0,5/31/2024
OFF-EN-10001749,6/27/2025,0,0,5/31/2024
OFF-BI-10004390,6/15/2027,19,193.82,5/31/2024
OFF-BI-10004390,2/19/2026,9,91.81,5/31/2024
OFF-BI-10004390,5/30/2025,526,"5,365.71",5/31/2024
OFF-BI-10004390,8/28/2027,0,0,5/31/2024
OFF-BI-10004390,10/28/2026,0,0,5/31/2024
OFF-BI-10004390,6/12/2026,0,0,5/31/2024
OFF-BI-10004390,6/15/2024,0,0,5/31/2024
OFF-BI-10004390,6/17/2026,0,0,5/31/2024
OFF-BI-10004390,6/18/2026,0,0,5/31/2024
OFF-BI-10004390,6/19/2024,0,0,5/31/2024
TEC-PH-10004924,5/14/2027,48,468.28,5/31/2024
TEC-PH-10004924,6/26/2025,"4,827","47,091.44",5/31/2024
TEC-PH-10004924,5/31/2027,94,917.05,5/31/2024
TEC-PH-10004924,5/28/2026,0,0,5/31/2024
TEC-PH-10004924,8/28/2025,0,0,5/31/2024
TEC-PH-10004924,10/18/2027,0,0,5/31/2024
TEC-PH-10004924,10/28/2025,0,0,5/31/2024
TEC-PH-10004924,12/12/2025,0,0,5/31/2024
TEC-PH-10004924,2/22/2027,0,0,5/31/2024
TEC-PH-10004924,2/27/2027,0,0,5/31/2024
TEC-PH-10004924,5/12/2024,0,0,5/31/2024
TEC-PH-10004924,5/17/2026,0,0,5/31/2024
TEC-PH-10004924,6/12/2026,0,0,5/31/2024
TEC-PH-10004924,6/17/2025,0,0,5/31/2024
TEC-PH-10004924,6/18/2025,0,0,5/31/2024
TEC-PH-10004924,6/20/2024,0,0,5/31/2024
TEC-PH-10004924,6/22/2027,0,0,5/31/2024
TEC-PH-10004924,6/25/2027,0,0,5/31/2024
TEC-PH-10004924,6/26/2027,0,0,5/31/2024
TEC-PH-10004924,6/27/2025,0,0,5/31/2024
TEC-PH-10004924,10/18/2027,0,0,5/31/2024
TEC-PH-10004924,11/22/2026,0,0,5/31/2024
FUR-CH-10000155,4/6/2024,105,"1,076.50",5/31/2024
FUR-CH-10000155,5/28/2024,0,0,5/31/2024
FUR-CH-10000155,8/3/2025,0,0,5/31/2024
FUR-CH-10000155,10/28/2024,0,0,5/31/2024
FUR-CH-10000155,5/17/2025,0,0,5/31/2024
FUR-CH-10000155,6/18/2024,0,0,5/31/2024
FUR-CH-10000155,6/27/2026,0,0,5/31/2024
OFF-BI-10001757,5/14/2026,17,193.68,5/31/2024
OFF-BI-10001757,5/15/2027,12,136.71,5/31/2024
OFF-BI-10001757,6/14/2026,70,797.5,5/31/2024
OFF-BI-10001757,12/14/2027,"4,424","50,402.23",5/31/2024
OFF-BI-10001757,8/3/2024,0,0,5/31/2024
OFF-BI-10001757,8/28/2024,0,0,5/31/2024
OFF-BI-10001757,10/13/2026,0,0,5/31/2024
OFF-BI-10001757,10/18/2025,0,0,5/31/2024
OFF-BI-10001757,10/28/2027,0,0,5/31/2024
OFF-BI-10001757,12/12/2026,0,0,5/31/2024
OFF-BI-10001757,6/14/2025,0,0,5/31/2024
OFF-BI-10001757,6/17/2025,0,0,5/31/2024
OFF-BI-10001757,6/18/2026,0,0,5/31/2024
OFF-BI-10001757,6/22/2025,0,0,5/31/2024
OFF-BI-10001757,6/25/2026,0,0,5/31/2024
OFF-BI-10001757,6/27/2024,0,0,5/31/2024
OFF-BI-10001757,8/28/2027,0,0,5/31/2024
FUR-FU-10004093,4/3/2024,590,"6,343.79",5/31/2024
FUR-FU-10004093,8/28/2026,0,0,5/31/2024
FUR-FU-10004093,10/18/2027,0,0,5/31/2024
FUR-FU-10001037,5/20/2026,4,36.16,5/31/2024
FUR-FU-10001037,5/20/2027,12,108.48,5/31/2024
FUR-FU-10001037,5/20/2026,765,"6,915.60",5/31/2024
FUR-FU-10001037,5/21/2026,"4,646","41,999.84",5/31/2024
FUR-FU-10001037,4/18/2024,0,0,5/31/2024
FUR-FU-10001037,4/22/2024,0,0,5/31/2024
FUR-FU-10001037,6/12/2026,0,0,5/31/2024
FUR-FU-10001037,6/17/2025,0,0,5/31/2024
FUR-FU-10001037,6/18/2027,0,0,5/31/2024
FUR-FU-10001037,6/22/2025,0,0,5/31/2024
FUR-FU-10001037,8/18/2027,0,0,5/31/2024
FUR-FU-10001037,9/17/2025,0,0,5/31/2024
FUR-FU-10001037,11/22/2026,0,0,5/31/2024
FUR-FU-10001037,3/13/2027,0,0,5/31/2024
OFF-PA-10001878,7/5/2026,1,9.06,5/31/2024
OFF-PA-10001878,5/22/2024,3,27.19,5/31/2024
OFF-PA-10001878,6/6/2027,"2,272","20,590.79",5/31/2024
OFF-PA-10001878,6/8/2026,"2,288","20,735.80",5/31/2024
OFF-PA-10001878,6/11/2026,"3,807","34,502.27",5/31/2024
OFF-PA-10001878,6/12/2024,"8,058","73,028.44",5/31/2024
OFF-PA-10001878,5/22/2026,0,0,5/31/2024
OFF-PA-10001878,3/23/2025,0,0,5/31/2024
OFF-PA-10001878,3/24/2025,0,0,5/31/2024
OFF-PA-10001878,6/17/2025,0,0,5/31/2024
OFF-PA-10001878,6/18/2024,0,0,5/31/2024
OFF-PA-10001878,6/22/2026,0,0,5/31/2024
OFF-PA-10001878,6/27/2027,0,0,5/31/2024
TEC-MA-10003674,5/16/2025,11,121.66,5/31/2024
TEC-MA-10003674,3/3/2026,0,0,5/31/2024
TEC-MA-10003674,6/2/2027,"1,034","11,436.04",5/31/2024
TEC-MA-10003674,6/18/2025,0,0,5/31/2024
OFF-LA-10003190,5/1/2024,4,44.24,5/31/2024
OFF-LA-10003190,5/16/2024,23,254.38,5/31/2024
OFF-LA-10003190,5/22/2025,2,22.12,5/31/2024
OFF-LA-10003190,5/23/2027,1,11.06,5/31/2024
OFF-LA-10003190,4/3/2025,122,"1,349.32",5/31/2024
OFF-LA-10003190,4/2/2026,190,"2,101.40",5/31/2024
OFF-LA-10003190,4/3/2025,600,"6,636.00",5/31/2024
OFF-LA-10003190,5/12/2025,"5,533","61,194.98",5/31/2024
OFF-LA-10003190,5/13/2026,"3,915","43,299.90",5/31/2024
OFF-LA-10003190,5/25/2027,"2,624","29,021.44",5/31/2024
OFF-LA-10003190,5/26/2026,"6,123","67,720.38",5/31/2024
OFF-LA-10003190,5/27/2024,"2,624","29,021.44",5/31/2024
OFF-LA-10003190,5/28/2024,"2,279","25,205.74",5/31/2024
OFF-LA-10003190,10/28/2026,0,0,5/31/2024
OFF-LA-10003190,6/12/2026,0,0,5/31/2024
OFF-LA-10003190,6/18/2027,0,0,5/31/2024
OFF-LA-10003190,6/22/2024,0,0,5/31/2024
TEC-PH-10001809,5/16/2026,0,0,5/31/2024
TEC-PH-10001809,6/9/2027,6,135.47,5/31/2024
TEC-PH-10001809,6/9/2027,884,"19,959.14",5/31/2024
TEC-PH-10001809,1/15/2027,0,0,5/31/2024
TEC-PH-10001809,5/16/2026,"1,716","38,744.22",5/31/2024
TEC-PH-10001809,11/16/2027,3,67.73,5/31/2024
TEC-PH-10001809,5/18/2026,"1,206","27,229.33",5/31/2024
TEC-PH-10001809,5/19/2025,"1,818","41,047.19",5/31/2024
TEC-PH-10001809,5/29/2025,765,"17,272.33",5/31/2024
TEC-PH-10001809,6/18/2025,0,0,5/31/2024
TEC-PH-10001809,6/22/2027,0,0,5/31/2024
OFF-BI-10003091,5/17/2026,5,111.65,5/31/2024
OFF-BI-10003091,9/10/2025,18,401.93,5/31/2024
OFF-BI-10003091,3/12/2024,12,267.96,5/31/2024
OFF-BI-10003091,5/13/2027,6,133.98,5/31/2024
OFF-BI-10003091,5/19/2025,12,267.96,5/31/2024
OFF-BI-10003091,8/28/2026,3,66.99,5/31/2024
OFF-BI-10003091,9/9/2027,0,0,5/31/2024
OFF-BI-10003091,3/12/2025,342,"7,636.76",5/31/2024
OFF-BI-10003091,5/13/2025,285,"6,363.96",5/31/2024
OFF-BI-10003091,5/14/2026,"1,527","34,097.44",5/31/2024
OFF-BI-10003091,3/15/2026,"1,326","29,609.17",5/31/2024
OFF-BI-10003091,5/15/2025,"1,298","28,983.94",5/31/2024
OFF-BI-10003091,8/3/2024,0,0,5/31/2024
OFF-BI-10003091,6/18/2024,0,0,5/31/2024
OFF-BI-10003091,6/22/2027,0,0,5/31/2024
FUR-CH-10003981,5/24/2026,7,87.43,5/31/2024
FUR-CH-10003981,7/8/2026,0,0,5/31/2024
FUR-CH-10003981,6/2/2025,866,"10,816.34",5/31/2024
FUR-CH-10003981,5/17/2026,"1,407","17,573.43",5/31/2024
FUR-CH-10003981,6/12/2027,0,0,5/31/2024
FUR-CH-10003981,6/18/2025,0,0,5/31/2024
FUR-CH-10003981,6/22/2024,0,0,5/31/2024
FUR-CH-10003981,6/27/2025,0,0,5/31/2024
OFF-ST-10002562,5/9/2025,36,449.64,5/31/2024
OFF-ST-10002562,6/2/2026,"3,540","44,214.64",5/31/2024
OFF-ST-10002562,5/9/2026,2,24.98,5/31/2024
OFF-ST-10002562,6/10/2025,750,"9,367.51",5/31/2024
OFF-ST-10002562,6/8/2024,0,0,5/31/2024
OFF-ST-10002562,6/12/2027,0,0,5/31/2024
OFF-ST-10002562,6/17/2024,0,0,5/31/2024
OFF-ST-10002562,6/18/2026,0,0,5/31/2024
OFF-ST-10002562,6/22/2026,0,0,5/31/2024
OFF-ST-10002562,6/27/2027,0,0,5/31/2024
OFF-ST-10002562,5/8/2026,0,0,5/31/2024
TEC-PH-10004345,5/16/2025,12,294.36,5/31/2024
TEC-PH-10004345,7/8/2024,1,24.53,5/31/2024
TEC-PH-10004345,5/29/2026,18,441.54,5/31/2024
TEC-PH-10004345,5/29/2025,93,"2,281.29",5/31/2024
TEC-PH-10004345,6/2/2025,0,0,5/31/2024
TEC-PH-10004345,6/8/2027,0,0,5/31/2024
TEC-PH-10004345,6/17/2025,0,0,5/31/2024
TEC-PH-10004345,6/18/2025,0,0,5/31/2024
TEC-PH-10004345,11/17/2026,0,0,5/31/2024
TEC-PH-10001198,5/25/2025,2,49.06,5/31/2024
TEC-PH-10001198,5/29/2026,2,49.06,5/31/2024
TEC-PH-10001198,6/3/2024,5,122.65,5/31/2024
TEC-PH-10001198,5/9/2025,129,"3,164.37",5/31/2024
TEC-PH-10001198,6/2/2027,836,"20,507.08",5/31/2024
TEC-PH-10001198,5/29/2026,"3,170","77,760.11",5/31/2024
TEC-PH-10001198,6/17/2025,0,0,5/31/2024
OFF-PA-10001972,5/3/2026,56,179.86,5/31/2024
OFF-PA-10001972,5/31/2026,13,41.75,5/31/2024
OFF-PA-10001972,5/27/2026,0,0,5/31/2024
OFF-PA-10001972,6/8/2026,0,0,5/31/2024
OFF-PA-10001972,6/9/2026,0,0,5/31/2024
OFF-PA-10001972,6/12/2026,0,0,5/31/2024
OFF-PA-10001972,6/15/2025,0,0,5/31/2024
OFF-PA-10001972,6/17/2027,0,0,5/31/2024
OFF-PA-10001972,6/18/2027,0,0,5/31/2024
OFF-PA-10001972,6/19/2024,0,0,5/31/2024
OFF-PA-10001972,6/22/2024,0,0,5/31/2024
OFF-PA-10001972,6/27/2025,0,0,5/31/2024
OFF-PA-10001972,11/22/2024,0,0,5/31/2024
OFF-PA-10001972,11/27/2024,0,0,5/31/2024
TEC-PH-10002483,5/4/2026,26,98.8,5/31/2024
TEC-PH-10002483,5/6/2025,81,307.8,5/31/2024
TEC-PH-10002483,5/7/2025,23,87.4,5/31/2024
TEC-PH-10002483,6/1/2024,12,45.6,5/31/2024
TEC-PH-10002483,4/12/2027,0,0,5/31/2024
TEC-PH-10002483,4/18/2025,0,0,5/31/2024
TEC-PH-10002483,5/12/2027,0,0,5/31/2024
TEC-PH-10002483,5/18/2026,0,0,5/31/2024
TEC-PH-10002483,5/19/2027,0,0,5/31/2024
TEC-PH-10002483,6/8/2024,0,0,5/31/2024
TEC-PH-10002483,6/12/2024,0,0,5/31/2024
TEC-PH-10002483,6/17/2025,0,0,5/31/2024
TEC-PH-10002483,6/18/2025,0,0,5/31/2024
TEC-PH-10002483,6/19/2026,0,0,5/31/2024
TEC-PH-10002483,6/22/2026,0,0,5/31/2024
TEC-PH-10002483,6/23/2024,0,0,5/31/2024
TEC-PH-10002483,6/26/2024,0,0,5/31/2024
TEC-PH-10002483,6/27/2026,0,0,5/31/2024
TEC-PH-10002483,11/17/2024,0,0,5/31/2024
TEC-PH-10002483,12/11/2025,0,0,5/31/2024
FUR-BO-10000468,6/1/2026,70,258.3,5/31/2024
FUR-BO-10000468,3/27/2024,0,0,5/31/2024
FUR-BO-10000468,5/17/2027,0,0,5/31/2024
FUR-BO-10000468,5/18/2027,0,0,5/31/2024
FUR-BO-10000468,5/19/2025,0,0,5/31/2024
FUR-BO-10000468,6/1/2024,0,0,5/31/2024
FUR-BO-10000468,6/8/2025,0,0,5/31/2024
FUR-BO-10000468,6/9/2025,0,0,5/31/2024
FUR-BO-10000468,6/12/2026,0,0,5/31/2024
FUR-BO-10000468,6/17/2026,0,0,5/31/2024
FUR-BO-10000468,6/18/2024,0,0,5/31/2024
FUR-BO-10000468,6/19/2024,0,0,5/31/2024
FUR-BO-10000468,6/22/2027,0,0,5/31/2024
FUR-BO-10000468,6/23/2026,0,0,5/31/2024
FUR-BO-10000468,6/25/2026,0,0,5/31/2024
FUR-BO-10000468,6/27/2026,0,0,5/31/2024
FUR-BO-10000468,6/28/2024,0,0,5/31/2024
FUR-BO-10000468,8/18/2024,0,0,5/31/2024
FUR-BO-10000468,10/18/2027,0,0,5/31/2024
FUR-BO-10000468,11/22/2025,0,0,5/31/2024
TEC-AC-10001284,4/18/2025,155,"4,571.99",5/31/2024
TEC-AC-10001284,4/29/2024,274,"8,082.11",5/31/2024
TEC-AC-10001284,4/30/2027,12,353.96,5/31/2024
TEC-AC-10001284,5/2/2027,0,0,5/31/2024
TEC-AC-10001284,5/4/2027,0,0,5/31/2024
TEC-AC-10001284,4/16/2027,0,0,5/31/2024
TEC-AC-10001284,4/18/2025,0,0,5/31/2024
OFF-BI-10002082,11/30/2026,"2,835.40","105,675.35",5/31/2024
OFF-ST-10001505,11/30/2025,"1,729.40","52,867.74",5/31/2024
OFF-AR-10004582,11/30/2026,"2,350","69,372.25",5/31/2024
TEC-AC-10002842,11/30/2027,"3,465","95,841.74",5/31/2024
OFF-AP-10004785,11/30/2025,"6,780.40","233,042.35",5/31/2024
TEC-AC-10002217,11/30/2024,"14,848","474,393.60",5/31/2024
OFF-BI-10002954,11/30/2024,"6,389.60","189,898.81",5/31/2024
OFF-AP-10003281,2/3/2027,"1,812","47,854.92",5/31/2024
OFF-AP-10003281,2/16/2024,"4,798","126,715.18",5/31/2024
OFF-SU-10000898,2/3/2026,"2,060","50,737.80",5/31/2024
OFF-SU-10000898,2/16/2025,"4,284","105,514.92",5/31/2024
OFF-BI-10001249,2/3/2027,190,"4,392.80",5/31/2024
OFF-BI-10001249,12/10/2024,"6,284","145,286.08",5/31/2024
OFF-BI-10001249,2/16/2025,"2,998","69,313.76",5/31/2024
TEC-AC-10002718,12/20/2024,"6,066","122,715.18",5/31/2024
TEC-AC-10002718,1/10/2025,"7,198","145,615.54",5/31/2024
TEC-AC-10002718,2/3/2026,"2,998","60,649.54",5/31/2024
TEC-AC-10002718,2/16/2025,596,"12,057.08",5/31/2024
TEC-PH-10002352,1/9/2024,"4,144","75,462.24",5/31/2024
FUR-CH-10003774,12/10/2027,"2,198","44,421.58",5/31/2024
FUR-CH-10003774,12/20/2027,"4,044","81,729.24",5/31/2024
OFF-AR-10000127,1/7/2027,"3,995.50","62,449.66",5/31/2024
TEC-PH-10003811,5/3/2025,4,29.87,5/31/2024
TEC-PH-10003811,5/6/2024,4,29.87,5/31/2024
TEC-PH-10003811,5/31/2024,6,44.8,5/31/2024
TEC-PH-10003811,6/8/2027,0,0,5/31/2024
TEC-PH-10003811,6/18/2025,0,0,5/31/2024
TEC-PH-10003811,6/22/2024,0,0,5/31/2024
TEC-PH-10003811,6/27/2025,0,0,5/31/2024
OFF-BI-10002393,5/4/2025,92,755.31,5/31/2024
OFF-BI-10002393,10/29/2024,228,"1,871.86",5/31/2024
OFF-BI-10002393,6/12/2025,0,0,5/31/2024
OFF-BI-10002393,6/17/2027,0,0,5/31/2024
OFF-BI-10002393,6/18/2026,0,0,5/31/2024
OFF-BI-10002393,6/22/2027,0,0,5/31/2024
OFF-BI-10002393,6/27/2025,0,0,5/31/2024
OFF-BI-10002393,8/18/2027,0,0,5/31/2024
FUR-TA-10002855,6/1/2027,2,16.35,5/31/2024
FUR-TA-10002855,12/12/2025,0,0,5/31/2024
FUR-TA-10002855,6/8/2027,0,0,5/31/2024
FUR-TA-10002855,6/12/2024,0,0,5/31/2024
FUR-TA-10002855,6/13/2025,0,0,5/31/2024
FUR-TA-10002855,6/17/2026,0,0,5/31/2024
FUR-TA-10002855,6/18/2026,0,0,5/31/2024
FUR-TA-10002855,6/22/2026,0,0,5/31/2024
FUR-TA-10002855,6/27/2026,0,0,5/31/2024
OFF-EN-10000781,6/8/2027,0,0,5/31/2024
OFF-EN-10000781,6/12/2027,0,0,5/31/2024
OFF-EN-10000781,6/17/2025,0,0,5/31/2024
OFF-EN-10000781,6/18/2026,0,0,5/31/2024
